houseid,description,price,bedrooms,bathrooms,floor_area,land_area,latitude,longitude,city,province
275,3BR 2-Storey House and Lot for Sale in Cabanatuan Nueva Ecija at Camella Nueva Ecija | Cara 99sqm,6497000.0,3.0,2.0,66.0,99.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
276,"OG 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ezabelle 64sqm",4787000.0,2.0,1.0,46.0,64.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
277,5BR 2-Storey House and Lot for Sale in Cabanatuan Nueva Ecija at Camella Nueva Ecija | Greta 143sqm,10575000.0,5.0,3.0,166.0,143.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
278,"RFO 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Marga 54sqm",4259000.0,2.0,1.0,46.0,54.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
279,"For Sale 2BR 2-Storey House and Lot in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Bella 88sqm",5425000.0,2.0,2.0,53.0,88.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
280,"For Sale 2BR 2-Storey Townhouse in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle EU 63sqm",3146000.0,2.0,1.0,36.0,63.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
281,"RFO 2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle IU 36sqm",2799000.0,2.0,1.0,36.0,36.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
282,"RFO 3BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Mara CL",7240000.0,3.0,2.0,53.0,133.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
283,"RFO 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Reva",4348000.0,2.0,1.0,40.0,63.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
284,"2BR 2-Storey Townhouse for Sale in Compostela, Cebu at Amoa | AMITA - Mid",4389000.0,2.0,2.0,53.0,50.0,10.4382884,123.9947249,Tamiao,Compostela
285,"2BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Bella 95sqm",5578000.0,2.0,2.0,53.0,95.0,14.9131781,120.2282421,Aningway Sacatihan,Subic
286,"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 158sqm",8727000.0,3.0,2.0,66.0,158.0,16.0015834,120.5760561,Macarthur Hwy Anonas,Urdaneta
287,"3BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara 88sqm",5301000.0,3.0,2.0,66.0,88.0,16.0015834,120.5760561,Macarthur Hwy Anonas,Urdaneta
288,"3BR SD House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 174sqm",9375000.0,3.0,2.0,66.0,174.0,16.0015834,120.5760561,Macarthur Hwy Anonas,Urdaneta
289,"Austine Homes | P500 2BR Townhouse for Sale in Mabalacat, Pampanga | Futura by Filinvest",1979000.0,2.0,1.0,38.9,43.2,15.2270079,120.5922007,Santa Maria,Mabalacat
290,Likha Residences | Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Muntinlupa | Unit Facing Clubhouse,32539000.0,3.0,3.0,247.4,93.0,14.4378843,121.0503212,Cupang,Muntinlupa
291,"Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit",31348000.0,3.0,3.0,247.4,92.0,14.4321626,121.0452418,Km. 19 West Service Rd. Cupang,Muntinlupa
292,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical End Unit",32514000.0,3.0,3.0,247.4,92.0,14.4321626,121.0452418,Km. 19 West Service Rd. Cupang,Muntinlupa
293,Likha Residences | Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Muntinlupa | Unit Facing Clubhouse,32539000.0,3.0,3.0,247.4,93.0,14.4378843,121.0503212,Cupang,Muntinlupa
294,"Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Corner Unit",32331000.0,3.0,3.0,247.4,94.0,14.4321626,121.0452418,Km. 19 West Service Rd. Cupang,Muntinlupa
295,"RFO 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit",32184000.0,3.0,3.0,247.4,92.0,14.4321626,121.0452418,Km. 19 West Service Rd. Cupang,Muntinlupa
296,"Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse",32539000.0,3.0,3.0,247.4,93.0,14.4321626,121.0452418,Km. 19 West Service Rd. Cupang,Muntinlupa
297,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse",34016000.0,3.0,3.0,247.4,93.0,14.4321626,121.0452418,,
298,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse",34016000.0,3.0,3.0,247.4,93.0,14.4321626,121.0452418,Km. 19 West Service Rd. Cupang,Muntinlupa
299,Likha Residences | Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Muntinlupa | Corner Unit,32331000.0,3.0,3.0,247.4,94.0,14.4378843,121.0503212,Cupang,Muntinlupa
300,"Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse",32539000.0,3.0,3.0,247.4,93.0,14.4321626,121.0452418,Km. 19 West Service Rd. Cupang,Muntinlupa
301,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)",27088000.0,3.0,3.0,219.3,90.0,14.4321626,121.0452418,,
302,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)",27088000.0,3.0,3.0,219.3,90.0,14.4321626,121.0452418,Km. 19 West Service Rd. Cupang,Muntinlupa
303,Likha Residences | Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Muntinlupa | Unit Facing Clubhouse,31706000.0,3.0,3.0,247.4,92.0,14.4378843,121.0503212,Cupang,Muntinlupa
304,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)",26365000.0,3.0,3.0,219.3,90.0,14.4321626,121.0452418,Km. 19 West Service Rd. Cupang,Muntinlupa
305,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Corner Unit (Garden Unit)",27676000.0,3.0,3.0,219.3,91.0,14.4321626,121.0452418,Km. 19 West Service Rd. Cupang,Muntinlupa
306,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical End Unit (Garden Unit)",29098000.0,3.0,3.0,219.3,106.0,14.4321626,121.0452418,Km. 19 West Service Rd. Cupang,Muntinlupa
307,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse",34016000.0,3.0,3.0,247.4,93.0,14.4321626,121.0452418,Km. 19 West Service Rd. Cupang,Muntinlupa
308,"2BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Bella SF 88sqm",4866000.0,2.0,2.0,53.0,88.0,14.9131781,120.2282421,Aningway Sacatihan,Subic
309,5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Freya w/ CB 198sqm,11871000.0,5.0,3.0,142.0,198.0,15.4777848,120.6140745,Camella Tarlac Access Rd. Maliwalo,Tarlac
310,4BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Dani 104sqm,6893000.0,4.0,3.0,83.0,104.0,15.4777848,120.6140745,Camella Tarlac Access Rd. Maliwalo,Tarlac
311,2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ezabelle 66sqm,3999000.0,2.0,1.0,46.0,66.0,15.4777848,120.6140745,Camella Tarlac Access Rd. Maliwalo,Tarlac
312,For Sale RFO 2BR 2-Storey House and Lot in Tarlac City at Camella Tarlac | Ezabelle Combo Lot 96sqm,5192000.0,2.0,1.0,46.0,96.0,15.4777848,120.6140745,Camella Tarlac Access Rd. Maliwalo,Tarlac
313,RFO 2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ezabelle 63sqm,4488000.0,2.0,1.0,46.0,63.0,15.4777848,120.6140745,Camella Tarlac Access Rd. Maliwalo,Tarlac
314,2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ezabelle 63sqm,3559000.0,2.0,1.0,46.0,63.0,15.4777848,120.6140745,Camella Tarlac Access Rd. Maliwalo,Tarlac
315,"2BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Bella SF 115sqm",5605000.0,2.0,2.0,53.0,115.0,14.9131781,120.2282421,Aningway Sacatihan,Subic
316,"3-Bedroom House and Lot for Sale in Kawit, Cavite at Lancaster New City | CHESSA Model",5978000.0,3.0,3.0,90.0,100.0,14.4129793,120.8886677,San Sebastian,Kawit
317,"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Greta 176sqm",10770000.0,5.0,3.0,166.0,176.0,14.9131781,120.2282421,Aningway Sacatihan,Subic
318,"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Freya 190sqm",11739000.0,5.0,3.0,142.0,190.0,14.9131781,120.2282421,Aningway Sacatihan,Subic
319,"3BR Single Attached House and Lot for Sale in Cabanatuan, Nueva Ecija at Ajoya Cabanatuan",4772388.0,3.0,2.0,80.0,203.0,15.4799841,120.9920413,Valle Cruz,Cabanatuan
320,"4-Bedroom House and Lot for Sale in Kawit, Cavite at Lancaster New City | ALEXANDRA Model",7410000.0,4.0,3.0,100.0,120.0,14.4129793,120.8886677,San Sebastian,Kawit
321,3-Bedroom House and Lot for Sale in Pavia Iloilo at Parc Regency Residences | MADELYN Model,4436364.0,3.0,2.0,72.0,100.0,10.7529006,122.5376029,Ungka Ii,Pavia
322,"3BR House and Lot for Sale in San Jose, Batangas at PHINMA Maayo San Jose | Trinidad Model, 500K Discount Promo w/ Solar Panel + Appliance Bundle!",8700000.0,3.0,3.0,84.8,125.2,13.9184235,121.1054948,President Jose P. Laurel Hwy Banaybanay Ii,San Jose
323,"3BR 2-Storey House and Lot for Sale in Mabalacat, Pampanga at Talanai Homes | AGOHO",2706500.0,3.0,2.0,62.0,65.0,15.1987752,120.6026101,Sapang Biabas,Mabalacat
324,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)",26953000.0,3.0,3.0,219.3,91.0,14.4302736,121.0452586,Km. 19 West Service Rd. Cupang,Muntinlupa
325,"For Sale 3BR House and Lot in San Jose, Batangas at PHINMA Maayo San Jose | Trinidad Model, 500K Discount Promo w/ Solar Panel + Appliance Bundle!",8700000.0,3.0,3.0,84.8,125.2,13.9184235,121.1054948,President Jose P. Laurel Hwy Banaybanay Ii,San Jose
326,"Ready For You: Shophouse for Sale in Cabanatuan, Nueva Ecija at Ajoya Cabanatuan",7452000.0,3.0,2.0,80.0,203.0,15.4799841,120.9920413,Valle Cruz,Cabanatuan
327,"3-Bedroom House and Lot for Sale in General Trias, Cavite at Lancaster New City | MARGARET Model",5690000.0,3.0,2.0,72.0,100.0,14.3723207,120.8976745,Pasong Camachile I,General Trias
328,"Ready For You: Shophouse for Sale in Capas, Tarlac at Ajoya Capas at Php 75,608.33 monthly amortization",9273000.0,,2.0,99.0,60.0,15.38374425,120.5870832,Talaga,Capas
329,"2BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Bella 110sqm",5691000.0,2.0,2.0,53.0,110.0,16.0015834,120.5760561,Macarthur Hwy Anonas,Urdaneta
330,"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Greta 230sqm",13479000.0,5.0,3.0,166.0,230.0,14.9131781,120.2282421,Aningway Sacatihan,Subic
331,"4-Bedroom House and Lot for Sale in Kawit, Cavite at Lancaster New City | ALEXANDRA Model",7410000.0,4.0,3.0,100.0,120.0,14.4129793,120.8886677,San Sebastian,Kawit
332,"Ready For You: Shophouse for Sale in Capas, Tarlac at Ajoya Capas at Php 75,608.33 monthly amortization",9273000.0,,2.0,99.0,60.0,15.38374425,120.5870832,Talaga,Capas
333,"2BR House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Bella 246sqm",8434000.0,2.0,2.0,53.0,246.0,16.0015834,120.5760561,Macarthur Hwy Anonas,Urdaneta
334,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)",28678000.0,3.0,3.0,219.3,91.0,14.4302736,121.0452586,Km. 19 West Service Rd. Cupang,Muntinlupa
335,"4BR Single Detached House and Lot for Sale in Cabanatuan, Nueva Ecija at Ajoya Cabanatuan",5772333.0,4.0,2.0,96.0,196.0,15.4799841,120.9920413,Valle Cruz,Cabanatuan
336,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)",26953000.0,3.0,3.0,219.3,91.0,14.4302736,121.0452586,Km. 19 West Service Rd. Cupang,Muntinlupa
337,"For Sale 3BR House and Lot in San Jose, Batangas at PHINMA Maayo San Jose | Trinidad Model, 500K Discount Promo w/ Solar Panel + Appliance Bundle!",8700000.0,3.0,3.0,84.8,125.2,13.9184235,121.1054948,President Jose P. Laurel Hwy Banaybanay Ii,San Jose
338,"2BR 2-Storey Townhouse for Sale in Malolos, Bulacan at Camella Provence | Arielle EU 74sqm",4079000.0,2.0,1.0,36.0,74.0,14.87426,120.7915336,Longos,Malolos
339,"RFO 4BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Drina w/ CB",12576000.0,4.0,3.0,83.0,132.0,14.87426,120.7915336,Longos,Malolos
340,"4BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Dana",7425000.0,4.0,3.0,85.0,99.0,14.87426,120.7915336,Longos,Malolos
341,"RFO 2BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Criselle 63sqm",4414000.0,2.0,1.0,36.0,63.0,14.87426,120.7915336,Longos,Malolos
342,"2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ezabelle 63sqm",4608000.0,2.0,1.0,46.0,63.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
343,"RFO 5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Freya 142sqm",10185000.0,5.0,3.0,142.0,142.0,14.9131781,120.2282421,Aningway Sacatihan,Subic
344,2BR 2-Storey House and Lot for Sale in Cabanatuan Nueva Ecija at Camella Nueva Ecija | Criselle 63sqm,3702000.0,2.0,1.0,40.0,63.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
345,"RFO 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Reana 64sqm",4432000.0,2.0,1.0,40.0,64.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
346,"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ella 121sqm",8158000.0,5.0,3.0,100.0,121.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
347,"4BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Dani w/ CB",7764000.0,4.0,3.0,83.0,110.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
348,"For Sale 2BR 2-Storey Townhouse in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle IU 42sqm",2717000.0,2.0,1.0,36.0,42.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
349,"RFO 2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle EU 54sqm",3228000.0,2.0,1.0,36.0,54.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
350,"Pineview | Molave 2BR SD House and Lot for Sale in Tanza, Cavite | Futura by Filinvest",3643800.0,2.0,1.0,39.6,100.0,14.3631351,120.8207756,Antero-Soriano Hwy,Remulla Drive Tanza-Naic Rd. Sahud Ulan
351,"For Sale 5BR 2-Storey House and Lot in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Greta 143sqm",10061000.0,5.0,3.0,166.0,143.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
352,"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ella w/ CB 132sqm",8608000.0,5.0,3.0,100.0,132.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
353,"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Freya 143sqm",10354000.0,5.0,3.0,142.0,143.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
354,"4BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Dana w/ CB 120sqm",8086000.0,4.0,3.0,85.0,120.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
355,"2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Bella 96sqm",5779000.0,2.0,2.0,53.0,96.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
356,"RFO 5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Greta 198sqm",12866000.0,5.0,3.0,166.0,198.0,14.9131781,120.2282421,Aningway Sacatihan,Subic
357,"Newly Renovated 2 Storey House and Lot for Sale in Cainta, Rizal",10500000.0,3.0,3.0,120.0,132.0,14.6092561,121.1106377,San Isidro,Cainta
358,"3-Bedroom House for Sale in Mexico, Pampanga at The Lakeshore | Tahoe Model",3116400.0,3.0,2.0,89.5,154.0,15.0941848,120.6701583,Km.71,North Luzon Expressway Panipuan
359,"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Greta 190sqm",12035000.0,5.0,3.0,166.0,190.0,14.9131781,120.2282421,Aningway Sacatihan,Subic
360,"RFO RFO FOR SALE House & Lot in Bacoor, Cavite with BIG LOT Area near CAVITEX",15500000.0,2.0,1.0,60.0,185.0,14.4069709,120.9565072,Buhay Na Tubig,Imus
361,"50% off on Reservation Fee and 1st Equity Payment (Complete Finished 2 Storey Townhouse in Hana South, Trece Martires Cavite)",2089739.0,2.0,2.0,40.0,45.0,14.2792049,120.8446323,Cabuco,Trece Martires
362,"Futura Homes Palm Estates | Elisa SA 2BR House for Sale in Talisay, Negros Occ. | Futura by Filinvest",3079100.0,2.0,1.0,34.2,84.0,10.7425424,122.9987613,Efigenio Lizares,Talisay
363,"M-R-3-25- Acquired Property for Sale in Unit C, 18/F, Vierra Condominium (Now known as Marfori Tower), Brittany Bay (Lakefront), Brgy. Sucat, Muntinlupa City - Retail",7110000.0,,,79.0,,14.4569804,121.0531587,Sucat,Muntinlupa
364,"50% Discount on 1st Equity Payment! 2-Bedroom LYCA Townhouse for Sale at Hana South in Trece Martires, Cavite",1918427.0,2.0,2.0,38.0,36.0,14.2792049,120.8446323,Cabuco,Trece Martires
365,"4BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Dani w/ CB 110sqm",6480000.0,4.0,3.0,83.0,110.0,14.9131781,120.2282421,Aningway Sacatihan,Subic
366,"House and Lot for Sale in San Miguel Village, Poblacion, Makati City",85000000.0,,,890.0,481.5,14.566261,121.0313853,Poblacion,Makati
367,"Semi-furnished 2-storey house for sale in Orange Grove Matina, Davao City",8000000.0,4.0,3.0,133.5,122.0,7.0824169,125.5617732,Orange Grv,8000 Davao City
368,02348 Ponte Verde Davao House for sale by Patrimonio Realty,17500000.0,5.0,4.0,260.0,232.0,7.1469686,125.5940509,Buhangin,Davao
369,"Springfield View | Walnut Basic House and Lot for Sale in Tanza, Cavite | Futura by Filinvest",5820400.0,,,67.5,100.0,14.3631351,120.8207756,Remulla Drive Tanza-Naic Rd. Sahud Ulan,Tanza
370,"4-Bedroom House and Lot for Sale in Imus, Cavite at Lancaster New City | ALEXANDRA Model",7410000.0,4.0,3.0,100.0,120.0,14.4084522,120.8964956,Alapan Ii-A,Imus
371,"Pineview | Walnut 3BR SA House and Lot for Sale in Tanza, Cavite | Futura by Filinvest",3649500.0,3.0,1.0,67.5,100.0,14.3631351,120.8207756,Antero-Soriano Hwy,Remulla Drive Tanza-Naic Rd. Sahud Ulan
372,"3-Bedroom Quadruplex House and Lot for Sale in General Trias, Cavite at Minami Residences | HANNA Model",4058400.0,3.0,2.0,54.0,80.0,14.3409388,120.9073794,Arnaldo Highway Santiago,General Trias
373,Likha Residences | Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Muntinlupa | Unit Facing Clubhouse,32539000.0,3.0,3.0,247.4,93.0,14.4378843,121.0503212,Cupang,Muntinlupa
374,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse (Garden Unit)",28628000.0,3.0,3.0,219.3,105.0,14.4302736,121.0452586,Km. 19 West Service Rd. Cupang,Muntinlupa
375,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)",26393000.0,3.0,3.0,219.3,91.0,14.4302736,121.0452586,Km. 19 West Service Rd. Cupang,Muntinlupa
376,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)",28090000.0,3.0,3.0,219.3,90.0,14.4302736,121.0452586,Km. 19 West Service Rd. Cupang,Muntinlupa
377,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Corner Unit (Garden Unit)",26953000.0,3.0,3.0,219.3,91.0,14.4302736,121.0452586,Km. 19 West Service Rd. Cupang,Muntinlupa
378,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)",29196000.0,3.0,3.0,219.3,105.0,14.4302736,121.0452586,Km. 19 West Service Rd. Cupang,Muntinlupa
379,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)",28636000.0,3.0,3.0,219.3,105.0,14.4302736,121.0452586,Km. 19 West Service Rd. Cupang,Muntinlupa
380,"Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse",32539000.0,3.0,3.0,247.4,93.0,14.4302736,121.0452586,Km. 19 West Service Rd. Cupang,Muntinlupa
381,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)",26981000.0,3.0,3.0,219.3,92.0,14.4302736,121.0452586,Km. 19 West Service Rd. Cupang,Muntinlupa
382,"50% off on Reservation Fee and 1st Equity Payment (Complete Finished 2 Storey Townhouse in Hana South, Trece Martires Cavite)",2089739.0,2.0,2.0,40.0,45.0,14.2792049,120.8446323,Cabuco,Trece Martires
383,"BIG DISCOUNT (up to 500k)! 3-Bedroom Single Attached House and Lot for Sale at PTC Suncrest in Imus, Cavite | Rosanna Model",5234791.0,3.0,2.0,75.0,80.0,14.4289186,120.928888,Carsadang Bago I,Imus
384,"Pre-selling 5 bedroom House and Lot For Sale in Binangonan, Rizal",,5.0,3.0,142.0,397.0,14.4979795,121.1751624,Bilibiran,Binangonan
385,4BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Dani w/ CB 121sqm,7805000.0,4.0,3.0,83.0,121.0,15.4777848,120.6140745,Camella Tarlac Access Rd. Maliwalo,Tarlac
386,RFO 2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ezabelle 72sqm,4359000.0,2.0,1.0,46.0,72.0,15.4777848,120.6140745,Camella Tarlac Access Rd. Maliwalo,Tarlac
387,2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Criselle 63sqm,4057000.0,2.0,1.0,40.0,63.0,15.4777848,120.6140745,Camella Tarlac Access Rd. Maliwalo,Tarlac
388,3BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Cara 88sqm,5869000.0,3.0,2.0,66.0,88.0,15.4777848,120.6140745,Camella Tarlac Access Rd. Maliwalo,Tarlac
389,RFO 4BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Dana 121sqm,8079000.0,4.0,3.0,85.0,121.0,15.4777848,120.6140745,Camella Tarlac Access Rd. Maliwalo,Tarlac
390,RFO 2BR 2-Storey Townhouse for Sale in Tarlac City at Camella Tarlac | Arielle EU 115sqm,4944000.0,2.0,1.0,36.0,115.0,15.4777848,120.6140745,Camella Tarlac Access Rd. Maliwalo,Tarlac
391,Futura Homes Koronadal | Amber 2BR Townhouse End Unit for Sale in South Cotabato | Futura by Filinvest,3136800.0,2.0,1.0,40.3,78.4,6.4918813,124.7994309,Purok Hurtado Concepcion,Koronadal
392,"BIG DISCOUNT (up to 500k)! 3-Bedroom Single Attached House and Lot for Sale at PTC Suncrest in Imus, Cavite | Rosanna Model",5234791.0,3.0,2.0,75.0,80.0,14.4289186,120.928888,Carsadang Bago I,Imus
393,"4BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Dani w/ CB 121sqm",6753000.0,4.0,3.0,83.0,121.0,14.9131781,120.2282421,Aningway Sacatihan,Subic
394,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)",27088000.0,3.0,3.0,219.3,90.0,14.4302736,121.0452586,Km. 19 West Service Rd. Cupang,Muntinlupa
395,"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Freya 246sqm",12069000.0,5.0,3.0,142.0,246.0,14.9131781,120.2282421,Aningway Sacatihan,Subic
396,"2BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Bella 88sqm",5362000.0,2.0,2.0,53.0,88.0,14.9131781,120.2282421,Aningway Sacatihan,Subic
397,RFO 4BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Dana 121sqm,8079000.0,4.0,3.0,85.0,121.0,15.4777848,120.6140745,Camella Tarlac Access Rd. Maliwalo,Tarlac
398,3BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Cara 88sqm,5869000.0,3.0,2.0,66.0,88.0,15.4777848,120.6140745,Camella Tarlac Access Rd. Maliwalo,Tarlac
399,4BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Dani w/ CB 121sqm,7805000.0,4.0,3.0,83.0,121.0,15.4777848,120.6140745,Camella Tarlac Access Rd. Maliwalo,Tarlac
400,RFO 2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Ezabelle 72sqm,4359000.0,2.0,1.0,46.0,72.0,15.4777848,120.6140745,Camella Tarlac Access Rd. Maliwalo,Tarlac
401,RFO 2BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Frielle 91sqm,5074000.0,2.0,1.0,50.0,91.0,15.4777848,120.6140745,Camella Tarlac Access Rd. Maliwalo,Tarlac
