houseid,description,price,bedrooms,bathrooms,floor_area,land_area,latitude,longitude,city,province
1208,Luxury Brand New 6BR House and Lot for Sale in Ayala Alabang Village,540000000.0,6.0,7.0,1442.0,987.0,14.428209,121.0266751,Ayala Alabang Muntinlupa Metro Manila Ayala Alabang,Muntinlupa
1209,"Sumacab Este, Cabanatuan City, Foreclosed House and Lot - 10108000000347",3155000.0,1.0,1.0,191.0,204.0,15.45672305,120.9599101,Lot 16 Block 13,Amazon Street
1210,"Rare, small cut Dasmarinas Village Makati Property",,5.0,4.0,400.0,614.0,14.5401434,121.0269757,Dasmarinas,Makati
1211,"900sqm 7BR Bright & Airy Brand new House for sale in Whiteplains, Quezon City",208000000.0,7.0,6.0,900.0,464.0,14.6032747,121.0713026,White Plains,Quezon City
1212,3 Bedroom Single Detached House For Sale Along Gov. Drive Trece Martires Cavite,5739667.0,3.0,2.0,75.0,120.0,14.2792049,120.8446323,Cabuco,Trece Martires
1213,FOR SALE: House & Lot in Moonwalk PH 1 Paranaque*,21400000.0,5.0,3.0,300.0,400.0,14.4918575,121.0146712,Moonwalk,Paranaque
1214,For Sale 4-Bedroom Contemporary Spanish Style Home w/ Big lot area in Talisay.,36000000.0,5.0,4.0,309.0,2080.0,10.2495232,123.8548827,Cansojong,Talisay
1215,"For Sale Residential House and Lot in SSS Village, Marikina City",8500000.0,2.0,1.0,63.0,288.0,14.6405888,121.1208184,Concepcion Dos,Marikina
1216,3 Bedroom House and Lot at Celestis 2 in Antipolo Rizal (Corner),6448937.0,3.0,2.0,76.0,90.0,14.6043281,121.1981422,San Luis,Antipolo
1217,"For Sale : 6-Bedroom House in Monteverde Royale, Taytay, Rizal",45000000.0,6.0,7.0,700.0,561.0,14.5585639,121.1360313,San Juan,Taytay
1218,"3 Bedroom Townhouse for sale in Sierra Manor Residences at San Isidro, Rizal",5177819.0,3.0,2.0,73.1,41.0,14.5389092,121.1601117,Don Mariano Ave San Isidro,Angono
1219,Single Attached House and Lot in Lipa Batangas,4169183.0,2.0,1.0,54.0,113.0,14.017376,121.1836485,San Lucas,Lipa
1220,House for Sale in Angeles City with Huge Garden and Private Swimming Pool,,4.0,5.0,300.0,1098.0,15.1509444,120.589826,Malabanias,Angeles
1221,"460sqm 5BR Bnew Modern House for sale in Santa Ana, Taytay, Rizal",42500000.0,5.0,5.5,460.0,300.0,14.5654235,121.1267997,Santa Ana,Taytay
1222,2 Storey House and Lot for Sale in Filinvest 2 Batasan Hills  Quezon City,17500000.0,5.0,3.0,300.0,240.0,14.6978613,121.1104093,1 Bagong Silangan,Quezon City
1223,Brand New House and Lot For Sale Capitol Homes Quezon City with Pool,92000000.0,5.0,5.0,421.0,400.0,14.6716797,121.0745345,Matandang Balara,Quezon City
1224,Francis Court Townhouse  | Five Bedroom Townhouse for Sale at San Juan - #5842,57000000.0,5.0,4.0,385.0,,14.6087274,121.0332511,Pasadena,San Juan
1225,"Duplex House For Sale in Dumaguete, Negros Oriental - PHP 10M",10000000.0,6.0,4.0,318.0,210.0,9.3054777,123.3080446,Dumaguete,
1226,For Sale Modern Asian House in Summerhills subd Antipolo city,14000000.0,4.0,3.0,240.0,173.0,14.5886674,121.1739784,Dela Paz,Antipolo
1227,"Fully Furnished Modern Designed Two Storey House for Sale in Tahanan Village, Pa",30000000.0,4.0,4.0,300.0,280.0,14.4506613,121.0300501,Tahanan Village B.F. Homes,Paranaque
1228,"For Sale: Bungalow House & Lot in Valencia Estates, Valencia, Bukidnon",5000000.0,2.0,2.0,60.0,150.0,7.889824603,125.071714,Valencia Estates,Valencia
1229,3-BR Brand New House for Sale at Eastville Filinvest Cainta East,19500000.0,3.0,3.0,188.0,172.0,14.6092561,121.1106377,San Isidro,Cainta
1230,6 Bedroom Modern Corner lot Haven with swimming pool located in Pasig city.,29000000.0,6.0,6.0,450.0,191.0,14.5904898,121.0882718,Rosario,Pasig
1231,"330 sqm House in San Miguel Village, Makati City",125000000.0,4.0,3.0,300.0,330.0,14.56726465,121.0255189,San Miguel Village,Makati
1232,Dagupan City 3BR Customized & Modern Design House and Lot Package,5040000.0,3.0,2.0,80.0,190.0,16.0774984,120.3580251,Bonuan Boquig,Dagupan
1233,For Sale House and Lot Ayala Alabang Village  Muntinlupa City,125000000.0,4.0,5.0,400.0,300.0,14.4226096,121.0269407,Ayala Alabang,Muntinlupa
1234,"House and Lot for Sale in BF Homes Quezon City, Metro Manila",45000000.0,5.0,5.0,350.0,464.0,14.6838626,121.0761031,Holy Spirit,Quezon City
1235,South Bay Parañaque 6BR Fully-furnished Elegant House for Sale,49000000.0,5.0,5.0,450.0,510.0,14.4462789,121.0274109,B.F. Homes,Paranaque
1236,"For Sale Brand New Townhouse in Filinvest 2, Quezon City",15000000.0,5.0,4.0,303.0,90.0,14.6862585,121.099335,Batasan Hills,Quezon City
1237,"3 Bedroom House and Lot For Sale in Quezon City, West Avenue",25000000.0,3.0,3.0,270.0,101.0,14.6432727,121.0308148,West Triangle,Quezon City
1238,"For Sale: 2 Storey Corner House and Lot in Pulo, Cabuyao, Laguna",30000000.0,5.0,4.0,550.0,386.0,14.24206448,121.1300052,Pulo,Cabuyao
1239,"House and Lot for Sale at Alabang West Village, Daang Hari Road, Las Piñas City",50000000.0,5.0,5.0,323.0,302.0,14.41332862,121.0159055,Daang Hari,1751 Las Pinas
1240,"Well Maintained Two Storey House for Sale in Ayala Alabang Village, Muntinlupa C",120000000.0,4.0,5.0,400.0,720.0,14.4226096,121.0269407,Ayala Alabang Village Ayala Alabang,Muntinlupa
1241,BF Bayanihan Village  | Five Bedroom House and Lot For Sale at Parañaque - #6091,37500000.0,5.0,5.0,375.0,280.0,14.4462789,121.0274109,B.F. Homes,Paranaque
1242,Exquisite Modern Designer House in Urdaneta Village Makati City for Sale,800000000.0,5.0,5.0,700.0,1156.0,14.556078,121.0296234,Urdaneta,Makati
1243,"Bungalow House for SALE in West Kamias, Quezon City",28000000.0,6.0,2.0,,300.0,14.6305587,121.0495397,West Kamias,Quezon City
1244,"For Sale: House & Lot in Vista Valley Executive Village, Marikina City",18000000.0,3.0,3.0,260.0,144.0,14.6403852,121.0966298,Santo Nino,Marikina
1245,Capitol 8 House and Lot for Sale! Pasig City,120000000.0,3.0,3.0,,444.0,14.5711649,121.0594975,Kapitolyo,Pasig
1246,"4 Bedrooms House and Lot for Sale in Cebu City, Cebu - Clean Title",10000000.0,4.0,1.0,,184.0,10.2931062,123.9020773,Cebu,
1247,"3 Bedroom Duplex Unit for sale at Santevi in San Pablo, Laguna",3400000.0,3.0,2.0,66.0,80.0,14.00601546,121.3362269,Pan-Philippine Hwy San Vicente,San Pablo
1248,"3 Bedroom House and Lot for Sale in Jaro Ilo-ilo, Casa Mira Iloilo",3816956.0,3.0,2.0,53.2,72.0,10.7467342,122.5767201,Jaro,Iloilo
1249,4 Bedroom House and Lot For Sale with Roof Deck in Cabuyao Laguna,17500000.0,4.0,3.0,250.0,214.0,14.2015402,121.0370618,Casile,Cabuyao
1250,"For Sale: White Sand Beach House Property in Dapitan City, Zamboanga del Norte",,2.0,6.0,300.0,5300.0,8.7062112,123.4259745,Canlucani,Dapitan City
1251,"Ready for Occupancy 2 Storey Duplex House for sale at San Roque, Talisay, Cebu",6449458.0,4.0,2.0,86.0,110.0,10.2535932,123.8591184,88 Brookside San Roque Talisay San Roque,Talisay
1252,"Welcome to your future home in Robinsons Highlands, Buhangin, Davao City",18500000.0,4.0,4.0,190.0,184.0,7.1469686,125.5940509,Buhangin,Davao
1253,3 Storey Townhouse for Sale in Tandang Sora near Mindanao Avenue Quezon City,8000000.0,3.0,2.0,110.0,45.0,14.6868317,121.035975,1 Tandang Sora,Quezon City
1254,"3 bedroom Townhouse For Sale in Lancaster New City, Gentri",2245920.0,3.0,1.0,40.0,50.0,14.3630407,120.8803493,Tapia,General Trias
1255,"For Sale Ancestral House & Lot Circa 1928 Earnshaw, Manila (Neg.)",27000000.0,6.0,6.0,,180.0,14.6031403,120.993417,Sampaloc,Manila
1256,"Brand New House in exclusive Subdivision, South Pacific Golf and Leisure Estate",16000000.0,5.0,4.0,210.0,208.0,7.0774367,125.4963894,Bago Oshiro,Davao
1257,4 BR Modern Elegant Home for Sale in Novaliches Quezon City near SM Fairview,45000000.0,5.0,5.0,400.0,300.0,14.7209396,121.038922,Novaliches,Quezon City
1258,2-Storey House And Lot For Sale At Royal Villas West Amadeo Cavite,12000000.0,6.0,5.0,110.0,240.0,14.1296621,120.9332054,Salaban,Amadeo
1259,"M-R-3-36- Acquired Property for Sale in Unit 301 Makati South Hills Condominium, East Service Road, Brgy. San Martin de Porres, Parañaque City (w/ Parking slot) - Retail",4770850.0,,,136.3,,14.4984874,121.0432063,San Martin De Porres,Paranaque
1260,"Beautiful, Fully Renovated House for Sale in Ayala Alabang Village, Muntinlupa",130000000.0,4.0,4.0,500.0,550.0,14.4226096,121.0269407,Ayala Alabang,Muntinlupa
1261,4 Bedroom with 3 parking House and Lot For Sale near Davao International Airport,10500000.0,4.0,3.0,130.0,300.0,7.129499096,125.6261915,Priscilla Estates Cabantian,Davao
1262,"For Sale 3-BR Bungalow House at Moonville Subd., Bgy. Sun Valley Parañaque City",38000000.0,3.0,3.0,417.0,472.0,14.4888415,121.0325173,Sun Valley,Paranaque
1263,House and Lot For Sale Ayala Alabang Muntinlupa Modern Mansion Smart Home Ready,420000000.0,7.0,7.0,1233.0,816.0,14.4226096,121.0269407,Ayala Alabang,Muntinlupa
1264,"House and Lot For Sale at Pahara Southwoods City, Carmona, Cavite",23609000.0,3.0,2.0,243.0,240.0,14.3175013,121.0512123,Cabilang Baybay,Carmona
1265,"For Sale Brand New Townhouse in Kamuning, Quezon City",16500000.0,4.0,4.0,240.0,60.0,14.6292389,121.0458642,K-3Rd Street Kamuning,Quezon City
1266,"For Sale: 315 sqm Pre-Owned Residential House & Lot in West Crame, San Juan City",28000000.0,8.0,4.0,420.0,315.0,14.6063099,121.0502649,West Crame,San Juan
1267,"Modern House and Lot in Vista Real Classica, Quezon City For Sale",72000000.0,4.0,4.0,504.0,300.0,14.6862585,121.099335,Batasan Hills,Quezon City
1268,"New Duplex Townhouse For Sale in San Antonio, Parañaque City",9500000.0,4.0,4.0,250.0,117.0,14.4689826,121.0211224,San Antonio,Paranaque
1269,"Brand New Modern House in a Corner Lot For Sale in Ayala Alabang, Muntinlupa",420000000.0,5.0,5.0,1172.0,762.0,14.4226096,121.0269407,Ayala Alabang,Muntinlupa
1270,"House and Lot for Sale at Phase 1 Vista Verde Executive, Cainta",,3.0,3.0,148.0,139.5,14.6092561,121.1106377,San Isidro,Cainta
1271,"Bagbaguin, Sta. Maria, Bulacan, Foreclosed House and Lot - 10001000011919",4280000.0,1.0,1.0,156.0,250.0,14.81428473,120.9568373,Lot No. 1521-A-5-B,No.757 Fatima Street Bagbaguin
1272,"2  Bedroom Home with Additions, Strong Water, Near Amenities in SN Mateo Rizal",2000000.0,2.0,2.0,80.0,120.0,14.6367374,121.0942983,Santo Nino,San Mateo
1273,5 Bedroom House and Lot for Sale at Portofino Heights in Las Piñas City,70000000.0,5.0,5.0,490.0,,14.4234362,121.0223422,Almanza Dos,Las Pinas
1274,"Single Attached House in San Isidro,Antipolo City near Wilcon",8000000.0,4.0,3.0,166.0,108.0,14.5898029,121.1819903,San Isidro,Antipolo
1275,"L-R-1-376- Acquired Property for Sale in Lots 11 and 12, Block 5, Ilang-Ilang Street, Villa Adelina Subdivision, Phase 3, Brgy. Sta. Clara/Bulilan Sur, Pila, Laguna - Retail",3997800.0,,,160.0,341.0,14.2274672,121.3654733,Santa Clara Sur,Pila
1276,Greenwoods Executive Village House and Lot for Sale! Pasig City,29000000.0,5.0,4.0,334.0,235.0,14.5658684,121.0855568,San Miguel,Pasig
1277,"5 level house House and Lot for Sale in Maria Luisa Estate Park, Cebu City",220000000.0,10.0,7.0,1522.0,735.0,10.36130715,123.8956937,Maria Luisa Estate Park Cebu City Budla-An,Cebu
1278,Brand New Two Storey Modern Contemporary House for sale in San Fernando,16800000.0,4.0,3.0,240.0,180.0,15.0587568,120.631483,San Fernando,
1279,"3BR Brand New House and Lot for Sale in Havila Township, Antipolo City",11160100.0,3.0,3.0,90.0,150.0,14.5730447,121.1864717,Dalig,Antipolo
1280,"2-Bedroom House and Lot for Sale in Sorsogon, Bicol",2860000.0,2.0,1.0,36.0,44.0,12.97665972,124.0393066,Camella Cabid-An,Sorsogon City
1281,For Sale : Fully Furnished Beach House by the Cliff in Nasugbu Batangas,,5.0,5.0,,1160.0,14.1200018,120.6239076,Natipuan,Nasugbu
1282,For Sale: House and Lot in Sucat Muntinlupa (Pre-owned) w/ 2 Car Garage,24000000.0,4.0,,250.0,300.0,14.4569804,121.0531587,Sucat,Muntinlupa
1283,For Sale 360 sqm 5BR Astounding Brand New House in BF Homes Parañaque,34800000.0,5.0,5.0,360.0,280.0,14.4462789,121.0274109,B.F. Homes,Paranaque
1284,"Ayala Alabang Village, Muntinlupa City | 5BR House and Lot For Sale",158000000.0,5.0,,,600.0,14.4226096,121.0269407,Ayala Alabang,Muntinlupa
1285,"For Sale 3BR Dream House in Court Yard of Maia Alta, Antipolo",8500000.0,3.0,3.0,186.0,183.0,14.57090581,121.1876387,Piazetta Street,The Court Yard Of Maia Alta
1286,Elegant House with Pool and Sunset Overview For Sale in Davao City Davao del Sur,70000000.0,6.0,6.0,780.0,1500.0,7.0648306,125.6080623,Davao,
1287,"V-R-2-123:  Acquired Property House and Lot for Sale in Lot 2, Block 4, Cornel Place St., Bayswater Homes Subdivision, Brgy. Agus / Marigondon, Lapu-Lapu City, Cebu",6592000.0,,,160.0,160.0,10.2807554,123.9843016,Agus,Lapu-Lapu
1288,"L-TH-1-165- Acquired Property for Sale in Lot 5, PCS-04-026829, Bologna St., Cosmopolitan Homes, Brgy. Bocohan, Lucena City",1376000.0,,,43.0,65.0,13.957689,121.5908841,Bocohan,Lucena
1289,"L-TH-1-48- Acquired Property for Sale in Lot 2, Block 25, Rue Dorothee Street, Saint Monique Valais, Phase4, Brgy. Kalawaan, Binangonan, Rizal - Retail",1726000.0,1.0,,80.0,66.0,14.4852627,121.1871126,Kalawaan,Binangonan
1290,"4 Bedrooms Brand New Townhouse Unit for Sale in Pasay City, Metro Manila",13500000.0,4.0,4.0,216.0,72.0,14.5380434,121.0006244,Pasay Rotonda,Pasay
1291,[04845-SFO-345] House & Lot for sale in Brgy del Rosario at San Fernando City Pampanga,5500000.0,3.0,5.0,202.5,120.0,15.06930099,120.6467725,Lot 9-B Corazon Street Saint Bernadette Heights Subdivision Barangay Del Rosario City Of San Fernando Pampanga Del Rosario,San Fernando
1292,"L-R-1-1083 Acquired Property for Sale in Lot 2-A-7 (PSD-04-127564), corner of Sabang Road & Lot 2-A-5, Brgy. Concepcion, San Pablo City, Laguna",3615000.0,,,154.0,261.0,14.0793615,121.3389042,Concepcion,San Pablo
1293,Modern Asian 3-Storey House with Pool in Greenwoods Executive Village Pasig City,25500000.0,7.0,6.0,350.0,150.0,14.5658684,121.0855568,San Miguel,Pasig
1294,3 Storey Spacious Single Detached House with Attic in Las Piñas,35868400.0,4.0,4.0,278.0,240.0,14.4234362,121.0223422,Almanza Dos,Las Pinas
1295,For Sale Brand New Bungalow House with 4 Bedrooms and Bath in Las Piñas City,16500000.0,4.0,4.0,195.0,280.0,14.4252635,121.0058656,Pilar,Las Pinas
1296,"L-R-1-1039-Acquired Property for Sale in Lots 17 and 19, Block 2, Road Lot 2 corner Road Lot 3, Dona Crisanta Subdivision, Brgy. San Roque, Rosario, Batangas",5250000.0,,,250.0,250.0,13.855072,121.2032243,San Roque,Rosario
1297,[03438-SFO-279] House & Lot for sale in Brgy Tabang at Plaridel Bulacan,8000000.0,3.0,4.0,344.0,1058.0,14.87507075,120.8673095,Lots 1,2 And 3 Along Existing Road Sitio Bagong Sikat Barangay Tabang Plaridel Tabang
1298,Brand New Modern Design Townhouse with 1car garage in Las Pinas,6300000.0,3.0,2.0,100.0,79.0,14.4496026,120.9750874,Pamplona Dos,Las Pinas
1299,For Sale Pre Owned Well Maintained House and Lot BF Homes Parañaque City,18000000.0,3.0,4.0,220.0,288.0,14.4475119,121.0294569,B.F. Homes Paranaque Metro Manila B.F. Homes,Paranaque
1300,"Fully Furnished Bungalow House For Sale in BF Homes, Parañaque City",23000000.0,4.0,3.0,200.0,221.0,14.4462789,121.0274109,B.F. Homes,Paranaque
1301,Townhouse for sale at Sunrise Alexa Subdivision Hills (Daisy Model),5002500.0,2.0,2.0,81.0,60.0,14.5984702,121.1282932,Dely St Muntingdilaw,Antipolo
1302,"L-R-1-591- Acquired Property for Sale in Lot 1292-B-1-C-2, Pablico St., Anonuevo Subdivision, Brgy. Pinagsanjan, Pagsanjan, Laguna - Retail",3522000.0,,,160.0,156.0,14.2682389,121.4581993,Pinagsanjan,Pagsanjan
1303,"Amanda 2 Storey House & Lot for Sale in Governor's Hills, General Trias, Cavite",8455880.0,4.0,2.0,167.0,154.0,14.2780301,120.915855,Biclatan,General Trias
1304,"Modern Industrial House with Spacious Attic For sale in Merville Park, Paranaque",60000000.0,4.0,5.0,627.0,306.0,14.501909,121.0266683,Merville,Paranaque
1305,"General Santos City, Foreclosed Residential – House and Lot -10093000000089",1970000.0,1.0,1.0,46.0,77.0,6.145104931,125.1895828,Lot I-14 (Block 16,Lot 14)
1306,3-BR Bungalow House For Sale w/ Rentable 4 Apartment Units & a 2-Bedroom House,18000000.0,3.0,3.0,300.0,450.0,14.4711274,121.0076663,San Isidro,Paranaque
1307,4 BR Modern Chic House & Lot for Sale in Upper Antipolo near Robinsons Antipolo,15000000.0,4.0,3.0,170.0,127.0,14.6246563,121.1803519,Inarawan,Antipolo
1308,"Fully Furnished House and Lot for Sale in Canyon Woods near Tagaytay, Laurel",17000000.0,3.0,4.0,800.0,290.0,14.1090511,120.9561031,Tagaytay Nasugbu Hwy,4213 Balayan
1309,"Barandal, Calamba City, Foreclosed Residential – House and Lot- 10001000012389",1350000.0,1.0,1.0,48.0,80.0,14.18788961,121.1251683,Block 9,Lot 23
1310,"For Sale: House and Lot in Camella Cabid-An, Sorsogon along Maharlika Highway",6142000.0,3.0,2.0,66.0,88.0,12.9742481,124.0398913,Cabid-An,Sorsogon Cabid-An
1311,"The 3-Bedroom Townhouse for Sale in Lancaster New City in Imus, Cavite",2666000.0,3.0,2.0,60.0,50.0,14.4007938,120.9077065,Alapan Ii-B,Imus
1312,SMART HOME in DAANG HARI 4 BR House and Lot - BACOOR,,4.0,4.0,131.0,141.0,14.390641,120.9792922,Daang Hari Road,Bacoor
1313,"3 Bedroom Single Detached Unit at Elisa Homes in Bacoor, Cavite (St. Raphael)-Buyer",8000000.0,3.0,2.0,81.0,120.0,14.36966927,120.9810315,Molino-Paliparan Rd Molino Iv,Bacoor
1314,Brand New Modern Industrial House and Lot For Sale in Kingsville Royale Antipolo,15000000.0,4.0,3.0,258.0,180.0,14.6246563,121.1803519,Inarawan,Antipolo
1315,"L-R-1-1000- Acquired Property for Sale in Lot 9, Block 236, Vermillon Drive, Mabuhay City Subdivision, Phase 1-E, Brgy. Mamatid, Cabuyao City, Laguna",1189675.0,,,72.3,81.0,14.2350374,121.1518885,Mamatid,Cabuyao
1316,"House for Sale in Doña Pilar Sasa, Davao City",16000000.0,5.0,4.0,167.0,152.0,7.1201013,125.6505837,Dona Pilar Sasa,Davao City Sasa
1317,"800sqm 5BR Airy & Bright Modern House For Sale in Ayala Alabang, Muntinlupa City",213000000.0,5.0,5.0,800.0,660.0,14.4226096,121.0269407,Ayala Alabang,Muntinlupa
1318,"Affordable and Good Quality House For Sale Here in Porac, Pampanga",869000.0,1.0,1.0,32.0,62.0,15.0188367,120.5412948,Salu,Porac
1319,"6-Bedroom House and Lot For Sale in Royale Cebu Subdivision, Consolacion",22000000.0,6.0,5.0,400.0,394.0,10.3741863,123.9529404,Poblacion Occidental,Consolacion
1320,"3 Bedroom Single Attached House and Lot For Sale in Alaminos, Laguna",6270000.0,3.0,2.0,77.0,140.0,14.072848,121.2556397,Brgy 3 Poblacion Alaminos Laguna Barangay Iii,Alaminos
1321,A 3 Bedroom House and Lot Available in Silang Cavite Near Tagaytay.,5781000.0,3.0,3.0,108.0,117.0,14.208871,120.9528707,Kalubkob,Silang
1322,"Jibao-An, Pavoa, Foreclosed Residential – House and Lot - 10080000000416",1300000.0,1.0,1.0,48.0,70.0,10.75553464,122.5156595,Lot 13 Block 17,Along Road Lot 22. Camella Lessandra A Jibao-An
1323,"L-R-1-1295: Acquired Property House and Lot for Sale in Lot 17, Block 12, Apo St., Brgy. Mabini Homesite, Cabanatuan City, Nueva Ecija",1412800.0,1.0,,64.0,180.0,15.47857264,120.9778946,Lot 17,Block 12
1324,House and Lot for sale at Sunrise Alexa Subdivision Hills (Louvelle Model),7257800.0,3.0,2.0,93.0,155.0,14.5984702,121.1282932,Dely St Muntingdilaw,Antipolo
1325,For Sale Pre-selling Modern Design Two (2) Storey Single House and Lot Las Piñas,15800000.0,4.0,3.0,175.0,115.3,14.4330886,120.9847045,Talon Dos,Las Pinas
1326,"2-Bedrooms Mikaela RFO Townhouse for Sale in Camella Aklan at Numancia, Aklan",2959000.0,2.0,1.0,46.0,44.0,11.69638382,122.3310274,Joyao-Joyao,Numancia
1327,"For Sale Ready For Occupancy 2 Bedrooms Rowhouse in Numancia, Aklan",1969000.0,1.0,1.0,22.0,44.0,11.69638382,122.3310274,Joyao-Joyao,Numancia
1328,"House & Lot for Sale in Kishanta Subd., Talisay, Cebu | 3 Bedroom",13000000.0,3.0,2.0,172.0,150.0,10.26986927,123.8342241,Lagtang,Talisay
1329,2 Bedroom Townhouse For Sale in Camella Pili near CWC and Naga Airport,,2.0,2.0,42.0,,13.5638153,123.2697884,Maharlika Hwy,4418 Pili
1330,"Unfinished House and Lot for Sale in Concepcion Uno, Marikina",6500000.0,5.0,3.0,300.0,380.0,14.6510742,121.1038227,Concepcion Uno,Marikina
1331,"Brand New Single Detached House for Sale in BF Resort, Las Piñas",15000000.0,4.0,4.0,220.0,111.0,14.4478903,120.9853979,Talon Uno,Las Pinas
1332,2 Bedroom House and Lot Unit for Sale at White Plains Porac (Tangerine),1227000.0,2.0,1.0,39.0,107.0,15.0188367,120.5412948,Salu,Porac
1333,"L-TH-1-134- Acquired Property for Sale in Lot 2A, Psd 394736, Cogeo Avenue, Cogeo Village, Brgy. Bagong Nayon, Antipolo City, Rizal - Retail",3398700.0,1.0,,243.0,77.0,14.6261877,121.1685012,Bagong Nayon,Antipolo
1334,For Sale: 2 Storey Townhouse in Antipolo City w/ 3BR (nr Robinson’s Mall) PH2857,6560400.0,3.0,2.0,99.3,60.7,14.6360063,121.1240475,Cupang,Antipolo
1335,"Fully Furnished House For Sale in Villa de Mercedes Subd. in Toril, Davao City",19500000.0,4.0,4.0,330.0,550.0,7.0380711,125.4651385,Toril,Davao
1336,2-Bedroom Single Firewall Ezabelle Unit House for sale in Camella Sorsogon - Pre-selling,4340000.0,2.0,1.0,46.0,66.0,12.97665972,124.0393066,Camella Homes,Cabid-An
1337,"5BR Multi-Level Modern House and Lot for Sale in Greenwoods Exec. Village,Cainta",26500000.0,5.0,5.0,350.0,150.0,14.5738922,121.111182,San Andres,Cainta
1338,"Brandnew House and Lot for sale in Woodridge Subd Ma-a, Davao City",16000000.0,4.0,4.0,202.0,180.0,7.0807144,125.5827159,Ma-A,Davao
1339,House for Sale in Naic Cavite,1600000.0,2.0,1.0,47.0,54.0,14.3358939,120.7871387,Timalan Balsahan,Naic
1340,House and lot for Sale Dasmarinas for as low as 12000 Monthly Thru Pag ibig,2068000.0,2.0,1.0,44.5,58.5,14.293724,120.9366838,Langkaan I,Dasmarinas
1341,"4-Bedroom House and lot for sale in Molino III, Bacoor, Cavite RFO",8231063.0,4.0,3.0,98.0,131.0,14.3969475,120.9413346,Along Molino Road Molino Iii,Bacoor
1342,"House and Lot for Sale at SRE1 near Solenad, All Home, Nuvali. Santa Rosa City!",18000000.0,5.0,4.0,304.0,200.0,14.2548285,121.0664623,Don Jose,Santa Rosa
1343,"L-R-1-1134- Acquired Property  for Sale in Lots 329-C-3 and 329-C-1-A, Brgy. Talisay, Calatagan, Batangas",8825300.0,,,375.0,1768.0,13.9073401,120.6275545,Talisay,Calatagan
1344,"L-S-5-201604-2:Acquired Property for Sale Lot 11-B, Emerald Coast Executive Village, Brgy. Peas/Duale, Limay, Bataan",1665200.0,1.0,,80.0,62.0,14.5578317,120.5874717,Duale,Limay
1345,"L-R-1-1025- Acquired Property for Sale in Lot 16, Block 25, Mimosa Lane St., Acacia Park Homes Subdivision, Brgy. Saimsim, Calamba City, Laguna",3500000.0,,,157.3,65.0,14.1674376,121.1461677,Saimsim,Calamba
1346,"Alyza Single Detached in Victoria South of Alabang, Muntinlupa",13000000.0,3.0,3.0,140.0,240.0,14.3801129,121.0514828,Tunasan,Muntinlupa
1347,Charming and Cozy Feels Duplex House and Lot For Sale in Lower Antipolo,13000000.0,4.0,3.0,144.0,120.0,14.6248348,121.1213588,Mayamot,Antipolo
1348,"For Sale Modern Design Corner Three (3) Storey Single Attached House, Las Piñas",15000000.0,5.0,4.0,240.0,122.0,14.4330886,120.9847045,Talon Dos,Las Pinas
1349,House and Lot with Infinity Pool Brand New For Sale in Antipolo City,50000000.0,4.0,5.0,495.0,521.0,14.6246563,121.1803519,Inarawan,Antipolo
1350,"Suntrust Verona 4 Bedroom House and Lot for Sale in Silang, Cavite,- Gisella",6546210.0,4.0,2.0,116.4,176.0,14.1954985,121.0064911,Hoyo,Silang
1351,"5BR Multi-Level Modern House and Lot for Sale in Greenwoods Exec. Village,Cainta",26500000.0,5.0,5.0,350.0,150.0,14.5738922,121.111182,San Andres,Cainta
1352,"V-R-2-113: Acquired Property  for Sale in Lot 18 and 20, Block 3, Road Lot 3, Edzaville Subdivision, Brgy. Binicuil, Kabankalan, Negros Occidental",4202000.0,,,170.1,200.0,10.0216402,122.8224775,Binicuil,Kabankalan
1353,"5 Bedroom Mansion for sale in Ayala Alabang Village, Muntinlupa",900000000.0,5.0,5.0,1080.0,2571.0,14.4226096,121.0269407,Ayala Alabang,Muntinlupa
1354,Newly Renovated 3 Bedroom House for Sale in BF Homes Parañaque,17800000.0,3.0,2.0,280.0,280.0,14.4462789,121.0274109,B.F. Homes,Paranaque
1355,"Modern Contemporary House for sale in Greenwoods Pasig city near Taguig, Makati",25000000.0,6.0,6.0,380.0,150.0,14.5658684,121.0855568,San Miguel,Pasig
1356,"3-Bedroom Townhouse For Sale in Lancris Premier, Don Bosco, Parañaque City",9488617.0,3.0,3.0,121.0,100.0,14.46740867,121.0256043,San Antonio,Paranaque
1357,3 Bedroom Townhouse Unit for sale at Courtyards at Golden Horizon (Stefania),2110795.0,3.0,2.0,64.3,50.0,14.282215,120.8905553,Hugo Perez Rd Perez,Trece Martires
1358,Sale: 5 Bedrooms Brand New Townhouse in New Manila near Robinsons Magnolia,65000000.0,5.0,5.0,488.0,167.0,14.6134141,121.0291416,New Manila,Quezon City
1359,For Sale Brand New Modern Design Two (2) Storey Triplex House and Lot Parañaque,9200000.0,4.0,3.0,118.7,66.0,14.49175,121.0398627,Sun Valley,Paranaque
1360,Single Attached House and Lot For Sale in Zabarte Subd. Quezon City,5480000.0,3.0,2.0,94.4,60.0,14.73941133,121.0509799,Penguin St.,Zabarte Subd.
1361,"For Sale > 3 Bedroom House and Lot in Dasmariñas, Cavite inside FCIE Compound",3200000.0,3.0,2.0,110.0,150.0,14.293724,120.9366838,Langkaan I,Dasmarinas
1362,Townhouse for sale at Sunrise Alexa Subdivision Hills (Jaden Model),5324500.0,2.0,2.0,88.0,60.0,14.5984702,121.1282932,Dely St Muntingdilaw,Antipolo
